Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Right Crack","Lower Guadalupe Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/109573677/right-crack,2.5,-1,"Trad, TR",5.9,1,45,37.1864,-121.8718
"Right Face","Lower Guadalupe Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/109573724/right-face,2.7,-1,"Sport, TR",5.10a,1,40,37.1864,-121.8718
"Between Showers","Lower Guadalupe Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/119110605/between-showers,4.0,-1,TR,5.10b,1,50,37.1864,-121.8718
Unknown,"Lower Guadalupe Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/120635448/unknown,1.5,-1,TR,5.10,1,55,37.1864,-121.8718
"Wet Wanny","Lower Guadalupe Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/118903025/wet-wanny,2.8,-1,"Sport, TR",5.10c,1,50,37.1864,-121.8718
"Underwater Papa","Lower Guadalupe Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/118911556/underwater-papa,2.8,-1,"Sport, TR",5.10c,1,50,37.1864,-121.8718
"Wet Wanny Variation","Lower Guadalupe Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/119130477/wet-wanny-variation,3.0,-1,"Sport, TR",5.10c,1,50,37.1864,-121.8718
"Tidal Wave Variation","Lower Guadalupe Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/119104731/tidal-wave-variation,3.2,-1,"Sport, TR",5.11a,1,50,37.1864,-121.8718
"Tidal Wave","Lower Guadalupe Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/106640154/tidal-wave,2.5,-1,"Sport, TR",5.11a,1,45,37.1864,-121.8718
"Daddy's BMW","Roadside Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/116114720/daddys-bmw,2.3,-1,"Sport, TR",5.7,1,40,37.19551,-121.87656
"Daddy's Midlife Crisis","Roadside Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/116208400/daddys-midlife-crisis,2.5,-1,"Sport, TR",5.8,1,40,37.19551,-121.87656
"Pet Memorial Services","Roadside Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/116490836/pet-memorial-services,2.1,-1,"Sport, TR",5.9,1,45,37.19551,-121.87656
"Daddy's Dream Seam","Roadside Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/120128653/daddys-dream-seam,3.0,-1,TR,5.9,1,35,37.19551,-121.87656
"Hands That Go Bump in the Night","Roadside Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/116114657/hands-that-go-bump-in-the-night,2.4,-1,"Sport, TR",5.10b,1,45,37.19551,-121.87656
Albino,"Roadside Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/118850394/albino,3.3,-1,TR,5.10c,1,40,37.19551,-121.87656
"Diagonal traverse","Lexington Rock > San Francisco Bay Area > California",https://www.mountainproject.com/route/116604286/diagonal-traverse,3.0,-1,"TR, Boulder","5.9 V0 X",1,50,37.20773,-121.98921
"Right Crack","Lexington Rock > San Francisco Bay Area > California",https://www.mountainproject.com/route/116604247/right-crack,2.7,-1,"Trad, TR, Boulder","5.10a V0 X",1,50,37.20773,-121.98921
"Left Crack direct","Lexington Rock > San Francisco Bay Area > California",https://www.mountainproject.com/route/116604225/left-crack-direct,3.1,-1,"Trad, TR, Boulder","5.10b V0 X",1,50,37.20773,-121.98921
"Redact This","Lexington Rock > San Francisco Bay Area > California",https://www.mountainproject.com/route/119796880/redact-this,3.0,-1,Sport,5.11a,1,30,37.20773,-121.98921
"Not Redacted","Lexington Rock > San Francisco Bay Area > California",https://www.mountainproject.com/route/120182452/not-redacted,2.5,-1,Sport,5.11b,1,40,37.20773,-121.98921
"5.12 face","Lexington Rock > San Francisco Bay Area > California",https://www.mountainproject.com/route/116604303/512-face,3.4,-1,"Sport, TR",5.12a,1,50,37.20773,-121.98921
"Hard 5.12 Face","Lexington Rock > San Francisco Bay Area > California",https://www.mountainproject.com/route/120081878/hard-512-face,3.0,-1,Trad,"5.12c/d R",1,50,37.20773,-121.98921
