Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Root Canal","The Teeth > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105808466/root-canal,2.0,-1,"Sport, TR",5.12a,1,40,37.88262,-121.98489
Cavities,"The Teeth > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105808445/cavities,1.0,-1,TR,5.12b,1,40,37.88262,-121.98489
"The Pillar","Pagoda Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105806568/the-pillar,2.7,-1,Trad,"5.8+ PG13",2,120,37.88044,-121.98579
"Dry December","Pagoda Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105871934/dry-december,2.6,-1,"Trad, Sport",5.8+,2,150,37.88044,-121.98579
"Blue Zenith","Pagoda Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736423/blue-zenith,2.4,-1,"Sport, TR",5.9+,1,70,37.88044,-121.98579
"The Unsung War","Pagoda Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105806578/the-unsung-war,2.8,-1,Trad,5.10+,2,160,37.88044,-121.98579
"Pigeon Tunnel","Flintstone Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734804/pigeon-tunnel,1.0,-1,TR,5.8,1,50,37.88124,-121.98656
"Yabba Dabba Dudes","Flintstone Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734807/yabba-dabba-dudes,2.7,-1,"Sport, TR","5.10a R",1,70,37.88124,-121.98656
"Oona Kuma Direct","Flintstone Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/107635314/oona-kuma-direct,2.3,-1,"Sport, TR",5.10a,1,75,37.88124,-121.98656
"Oona Kuma","Flintstone Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/107630296/oona-kuma,2.3,-1,Sport,5.10b,1,75,37.88124,-121.98656
"The Quarry","Flintstone Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/107628332/the-quarry,3.1,-1,"Sport, TR",5.10c,1,80,37.88124,-121.98656
"Red Face","The Rock of Ages > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105807897/red-face,1.0,-1,TR,5.7,1,,37.88057,-121.98549
"Cave Route","The Rock of Ages > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105807886/cave-route,2.6,-1,Sport,5.8-,2,140,37.88057,-121.98549
"West Face","The Rock of Ages > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105872209/west-face,2.5,-1,Sport,5.8+,2,150,37.88057,-121.98549
Evolution,"The Rock of Ages > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105872202/evolution,3.1,-1,Sport,5.10b,1,155,37.88057,-121.98549
"Old Bolt Route","The Rock of Ages > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105807421/old-bolt-route,2.0,-1,TR,5.11b,1,150,37.88057,-121.98549
"Dingleberry Crack","Miller Pillar > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105806409/dingleberry-crack,2.3,-1,"Trad, TR",5.8+,1,50,37.88072,-121.98771
"The Right Cheek","Miller Pillar > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736420/the-right-cheek,2.0,-1,Sport,5.10a,1,70,37.88072,-121.98771
"Sneaky Pouch","Deliverance Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111308072/sneaky-pouch,2.2,-1,"Sport, TR",5.10b/c,1,60,37.88265,-121.98835
Lucy,"Deliverance Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111271523/lucy,2.2,-1,"Sport, TR",5.11a,1,60,37.88265,-121.98835
"Unnamed Toprope","Deliverance Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/120178352/unnamed-toprope,1.0,-1,TR,5.11,1,50,37.88265,-121.98835
"Squeal Like a Pig","Deliverance Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734810/squeal-like-a-pig,2.8,-1,"Sport, TR","5.11c PG13",1,60,37.88265,-121.98835
Deliverance,"Deliverance Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105796169/deliverance,3.9,-1,Sport,5.12c,1,60,37.88265,-121.98835
"Dueling Banjos","Deliverance Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/114228976/dueling-banjos,2.0,-1,Sport,5.13b,1,65,37.88265,-121.98835
"Stevensons Need Not Apply","Castle Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734801/stevensons-need-not-apply,2.0,-1,TR,5.10d,1,30,37.88162,-121.98688
"Peregrine/Raptors nest","Mammoth Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111065725/peregrineraptors-nest,1.7,-1,Trad,"5.7 R",2,,37.88029,-121.98765
"Bridge of Sighs","Mammoth Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111065616/bridge-of-sighs,2.8,-1,Sport,"5.10c R",2,,37.88029,-121.98765
Proboscis,"Mammoth Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111170392/proboscis,3.0,-1,Sport,"5.10c PG13",2,,37.88029,-121.98765
Directisima,"Mammoth Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/118282390/directisima,3.0,-1,Sport,5.10c,1,,37.88029,-121.98765
Boromir,"Mammoth Rock > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111268805/boromir,3.5,-1,Sport,5.11a,1,90,37.88029,-121.98765
"Money Shot","Terra Dome > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/117838210/money-shot,3.3,-1,Sport,5.10c,1,80,37.88297,-121.99221
"Redneck Rampage","Terra Dome > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/117838277/redneck-rampage,3.8,-1,Sport,5.10d,1,75,37.88297,-121.99221
"Truffle Butter","Terra Dome > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/117838257/truffle-butter,2.3,-1,Sport,5.11a,1,75,37.88297,-121.99221
"Dirty Virgin","Terra Dome > Pine Canyon > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/117838306/dirty-virgin,2.6,-1,Sport,5.11c,1,60,37.88297,-121.99221
"In The Butt","Butt Rock > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/114383074/in-the-butt,1.3,-1,TR,5.7,1,,37.84743,-121.92741
"Left Face","Butt Rock > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735611/left-face,1.5,-1,TR,"5.7 X",1,50,37.84743,-121.92741
"Center Face","Butt Rock > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735608/center-face,1.7,-1,"Sport, TR","5.8 X",1,50,37.84743,-121.92741
"West Buttress","Butt Rock > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/114383070/west-buttress,2.5,-1,TR,5.10c/d,1,,37.84743,-121.92741
"Stemple Slab","South Lump > Wanna Get Away Crag > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111405816/stemple-slab,2.1,-1,Sport,5.10a,1,80,37.84207,-121.89683
"Scenic Cruise","Samland > Wanna Get Away Crag > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111405859/scenic-cruise,1.8,-1,Sport,5.8,1,60,37.84257,-121.89881
Samland,"Samland > Wanna Get Away Crag > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111405944/samland,2.3,-1,Sport,5.10a,1,50,37.84257,-121.89881
Jimiland,"Samland > Wanna Get Away Crag > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/114384636/jimiland,1.0,-1,TR,5.11a,1,,37.84257,-121.89881
"Happy Hour","North Lump > Wanna Get Away Crag > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111950494/happy-hour,2.3,-1,Sport,5.10b,1,60,37.84232,-121.89746
"Wanna Get Away","North Lump > Wanna Get Away Crag > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111950513/wanna-get-away,2.7,-1,Sport,5.10b,1,60,37.84232,-121.89746
"Norwegian Air","North Lump > Wanna Get Away Crag > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/114384618/norwegian-air,2.0,-1,Sport,5.10d,1,,37.84232,-121.89746
"Swiss Air","North Lump > Wanna Get Away Crag > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/114384625/swiss-air,2.0,-1,Sport,5.10d,1,,37.84232,-121.89746
"Don't Stress","North Lump > Wanna Get Away Crag > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111950542/dont-stress,2.8,-1,Sport,5.11b,1,60,37.84232,-121.89746
"The Runway","North Lump > Wanna Get Away Crag > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/112122696/the-runway,3.0,-1,Sport,5.11c,1,80,37.84232,-121.89746
"Glorified Scrambling","Sentinel Rock > Mount Diablo State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/114075337/glorified-scrambling,2.0,-1,TR,5.8-,1,60,37.85254,-121.93665
"Split Rock Dihedral","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117037985/split-rock-dihedral,2.4,-1,"Trad, TR",5.7,-3,20,37.91172,-122.48515
"North Face Center Crack Right","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117297294/north-face-center-crack-right,2.0,-1,"Trad, TR",5.7,1,25,37.91172,-122.48515
"North Face Right Crack","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/107214748/north-face-right-crack,1.8,-1,"Trad, TR",5.7,1,25,37.91172,-122.48515
"Corner Crack","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/110137804/corner-crack,2.0,-1,"Trad, TR",5.8,1,30,37.91172,-122.48515
"Left Arete","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117022748/left-arete,1.9,-1,TR,5.8,1,25,37.91172,-122.48515
"South Crack","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117296033/south-crack,2.1,-1,TR,5.8,1,20,37.91172,-122.48515
"The Ramp","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117297096/the-ramp,2.5,-1,TR,5.8,1,25,37.91172,-122.48515
"Split Backside","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734858/split-backside,1.7,-1,TR,5.8,1,20,37.91172,-122.48515
"Split Backside Right Variation","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734930/split-backside-right-variation,1.4,-1,TR,5.9,1,20,37.91172,-122.48515
"North Face","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/107214805/north-face,1.9,-1,TR,5.9,1,25,37.91172,-122.48515
"East Face","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117038049/east-face,2.7,-1,TR,5.9,1,20,37.91172,-122.48515
"South Face","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117294350/south-face,2.0,-1,TR,5.9,1,20,37.91172,-122.48515
"Southwest Arete","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117296058/southwest-arete,2.5,-1,TR,5.9,1,20,37.91172,-122.48515
"Left Wall","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117297160/left-wall,2.4,-1,TR,5.9,1,25,37.91172,-122.48515
"Leg Stretch","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/120149833/leg-stretch,2.3,-1,TR,5.9+,1,30,37.91172,-122.48515
"Right Arete","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734891/right-arete,1.8,-1,TR,5.10a,1,20,37.91172,-122.48515
"North Face Far Right Crack","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/121270179/north-face-far-right-crack,2.5,-1,"Trad, TR","5.10a PG13",1,30,37.91172,-122.48515
"North Face Arete","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/107214793/north-face-arete,2.3,-1,TR,5.10a,1,20,37.91172,-122.48515
"Pinball Wizard","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117022812/pinball-wizard,2.5,-1,TR,5.10d,1,25,37.91172,-122.48515
"Snake Split","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/121054004/snake-split,3.5,-1,TR,5.11a,1,40,37.91172,-122.48515
"Pinball Direct","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734933/pinball-direct,2.7,-1,TR,5.11b,1,20,37.91172,-122.48515
"Just Inside the Right Arete","Split Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734927/just-inside-the-right-arete,2.6,-1,TR,5.11b/c,1,20,37.91172,-122.48515
"Southeastern Arete","Leaning Tower, The > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734948/southeastern-arete,2.8,-1,"Trad, TR","5.9 R",1,30,37.92826,-122.57713
"Eastern Face","Leaning Tower, The > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734945/eastern-face,3.1,-1,TR,5.10b,1,30,37.92826,-122.57713
"Old Bolt Route","Leaning Tower, The > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734951/old-bolt-route,1.8,-1,TR,5.11a,1,30,37.92826,-122.57713
"East Face","Northern Formation, The > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/106874087/east-face,1.9,-1,TR,"5.7 PG13",1,50,37.92913,-122.57716
"Sun Slab Undercling","Northern Formation, The > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/117564533/sun-slab-undercling,2.4,-1,"Trad, TR",5.7,1,35,37.92913,-122.57716
Equinox,"Northern Formation, The > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/108935309/equinox,2.4,-1,TR,5.8,1,30,37.92913,-122.57716
"Sun Slab Center","Northern Formation, The > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/117564592/sun-slab-center,2.7,-1,TR,5.10,1,35,37.92913,-122.57716
"Oberman's Rock Left Route","Oberman's Rock > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734942/obermans-rock-left-route,1.8,-1,TR,5.10d,1,20,37.92834,-122.57729
"Oberman's Crack","Oberman's Rock > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734939/obermans-crack,2.0,-1,"Trad, TR",5.11b,1,20,37.92834,-122.57729
"5.10 arete","The big hunk > Lakeview Boulders > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/120384988/510-arete,2.0,-1,TR,5.10a,1,30,37.92875,-122.58966
"Lakeview Slab Right","Lakeview Slab > Lakeview Boulders > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/120385072/lakeview-slab-right,2.5,-1,TR,5.9,1,,37.9288,-122.58987
"Lakeview Slab Left","Lakeview Slab > Lakeview Boulders > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/120385079/lakeview-slab-left,2.5,-1,TR,5.10a,1,,37.9288,-122.58987
"Lakeview Slab Center","Lakeview Slab > Lakeview Boulders > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/120385065/lakeview-slab-center,3.0,-1,TR,5.10d,1,,37.9288,-122.58987
"Tough Titties Tamalapalas","Recalled to Life > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/114396989/tough-titties-tamalapalas,3.0,-1,TR,5.11a,1,25,37.91054,-122.59474
"Baba yaga","Recalled to Life > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/114402079/baba-yaga,2.0,-1,TR,"5.12a R",1,,37.91054,-122.59474
"East Face","The Southern Formation > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/108141876/east-face,2.0,-1,"Trad, TR",5.7,1,50,37.92817,-122.57717
"The Unnatural Act","The Unnatural Act Cave > Glen Canyon > San Francisco Bay Area > California",https://www.mountainproject.com/route/115371463/the-unnatural-act,3.5,-1,"TR, Boulder","5.11 V3 X",1,30,37.74226,-122.44391
"Cragmont Undercling","Northeast Face > Cragmont Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735194/cragmont-undercling,2.0,-1,"Trad, TR",5.7,1,40,37.89205,-122.26333
"Mont Crackula","Northeast Face > Cragmont Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/109616416/mont-crackula,1.7,-1,"Trad, TR","5.8- PG13",1,35,37.89205,-122.26333
Face,"Northeast Face > Cragmont Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/106881403/face,2.0,-1,TR,5.8,1,30,37.89205,-122.26333
"The Seam","Northeast Face > Cragmont Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/117965503/the-seam,1.5,-1,"Trad, TR",5.10a,1,30,37.89205,-122.26333
Senior,"Northeast Face > Cragmont Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734618/senior,2.1,-1,TR,5.10a,1,40,37.89205,-122.26333
Independence,"Northeast Face > Cragmont Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/111973792/independence,1.9,-1,TR,5.10a/b,1,30,37.89205,-122.26333
"Cave Route","Southeast Face > Cragmont Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734624/cave-route,1.5,-1,TR,5.9,1,40,37.892,-122.2635
"The Cave Lieback","Southeast Face > Cragmont Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/108320487/the-cave-lieback,2.4,-1,Sport,5.10a/b,1,40,37.892,-122.2635
"Farewell to Arms","Southeast Face > Cragmont Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735188/farewell-to-arms,2.7,-1,"Sport, TR",5.10,1,40,37.892,-122.2635
"Far East Face","Southeast Face > Cragmont Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735191/far-east-face,2.1,-1,"Sport, TR","5.10b/c R",1,30,37.892,-122.2635
"Bolt Route","Southeast Face > Cragmont Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734846/bolt-route,1.6,-1,"Sport, TR",5.11c,1,30,37.892,-122.2635
"Farewell To Fingers","Southeast Face > Cragmont Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/119986656/farewell-to-fingers,2.5,-1,TR,5.12d,1,50,37.892,-122.2635
"Finger Crack","South Formation > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735476/finger-crack,2.4,-1,TR,5.7,1,30,37.8923,-122.2611
Slabby,"South Formation > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734669/slabby,1.6,-1,TR,5.9,1,30,37.8923,-122.2611
"Plaque Arete Left","Plaque Rock > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734663/plaque-arete-left,1.7,-1,"TR, Boulder","5.8 V0",1,20,37.8923,-122.2611
"Plaque Arete Right","Plaque Rock > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734666/plaque-arete-right,1.9,-1,"TR, Boulder","5.9 V0",1,20,37.8923,-122.2611
"Plaque Face Center","Plaque Rock > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735068/plaque-face-center,2.2,-1,"TR, Boulder","5.11c V4",1,20,37.8923,-122.2611
"Plaque Face Center Eliminate","Plaque Rock > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/106430880/plaque-face-center-eliminate,2.6,-1,"TR, Boulder","5.11+ V4 R",1,20,37.8923,-122.2611
"Offwidth Crack","Pinnacle Rock > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734675/offwidth-crack,1.8,-1,TR,"5.8 R",1,20,37.89235,-122.26102
"Left Overhang","Pinnacle Rock > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734681/left-overhang,2.2,-1,TR,5.9+,1,20,37.89235,-122.26102
"Aggrieved Monkey","Pinnacle Rock > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734684/aggrieved-monkey,1.6,-1,TR,5.10,1,20,37.89235,-122.26102
"The Pocket Problem","Pinnacle Rock > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735059/the-pocket-problem,2.3,-1,TR,5.10d,1,30,37.89235,-122.26102
"The Scoop","Pinnacle Rock > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/120229968/the-scoop,2.8,-1,TR,5.11a,1,,37.89235,-122.26102
"Reachy Face Climb","Pinnacle Rock > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735050/reachy-face-climb,1.9,-1,"TR, Boulder","5.11d V3",1,30,37.89235,-122.26102
Center,"West Boulder > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/113122757/center,2.2,-1,"TR, Boulder","5.10 V0+",1,25,37.89215,-122.26125
"Unknown 5.11","Stoner's Cave > Grizzly Peak Boulders > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/118716224/unknown-511,2.0,-1,"Trad, TR",5.11,1,40,37.8808,-122.2312
"Unknown Slab Right Variation","North face (Indian Rock) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/120532574/unknown-slab-right-variation,2.8,-1,"TR, Boulder","5.7 V1 R",1,,37.89229,-122.27321
"Seasoned Experts Crack","The Pit (West Side) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/119146185/seasoned-experts-crack,2.9,-1,"TR, Boulder","5.7 V0",1,30,37.89213,-122.27299
Watercourse,"The Pit (West Side) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734702/watercourse,2.7,-1,"TR, Boulder","5.10 V1 R",1,30,37.89213,-122.27299
"Center Overhang (aka Pitfall)","The Pit (West Side) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734705/center-overhang-aka-pitfall,3.1,-1,"TR, Boulder","5.11 V3 R",1,20,37.89213,-122.27299
"Far Left Watercourse","The Pit (West Side) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/120661002/far-left-watercourse,3.4,-1,"TR, Boulder","5.11d V4 R",1,30,37.89213,-122.27299
I-12,"Upper Indian Rock(I-block) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/118662532/i-12,3.8,-1,TR,"5.11- R",1,,37.89203,-122.27304
I-11,"Upper Indian Rock(I-block) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/120373200/i-11,4.0,-1,TR,"5.11- R",1,,37.89203,-122.27304
I-13,"Upper Indian Rock(I-block) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/120745058/i-13,4.0,-1,TR,"5.11- R",1,45,37.89203,-122.27304
"Orange Arete","Little Eiger > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/111639922/orange-arete,2.4,-1,"Sport, TR",5.11a,1,40,37.52503,-121.81783
"Little Eiger","Little Eiger > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/116115739/little-eiger,3.0,-1,TR,5.12c,1,35,37.52503,-121.81783
"West face of Northwest Rock Face","Cleavage Rock > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/111639900/west-face-of-northwest-rock-face,2.0,-1,TR,5.8,1,45,37.52496,-121.8179
"The Middle Right Side of the North Face on the North Ro","Cleavage Rock > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734855/the-middle-right-side-of-the-north-face-on-the-north-ro,1.9,-1,"Trad, TR",5.8,1,30,37.52496,-121.8179
"West (or NW) face","Cleavage Rock > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/111639854/west-or-nw-face,1.8,-1,"Sport, TR",5.8+,1,25,37.52496,-121.8179
"The Right Side Arete on the North Face of the North Roc","Cleavage Rock > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734873/the-right-side-arete-on-the-north-face-of-the-north-roc,2.1,-1,TR,5.9,1,40,37.52496,-121.8179
"Highstep Face Traverse","Cleavage Rock > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734837/highstep-face-traverse,1.5,-1,TR,5.11a,1,20,37.52496,-121.8179
"West face of Northwest Rock Roof Problem","Cleavage Rock > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734843/west-face-of-northwest-rock-roof-problem,2.3,-1,Sport,5.11b,1,50,37.52496,-121.8179
"Pull Up","Edge Rock > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/106944993/pull-up,2.0,-1,TR,5.10a,1,25,37.52499,-121.81785
"Left Offwidth","Handley Rock Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/107403203/left-offwidth,2.0,-1,TR,5.8-,1,40,37.4657,-122.2694
"Pocket Face","Handley Rock Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/107412042/pocket-face,2.2,-1,TR,5.9,1,30,37.4657,-122.2694
"Right Of Crack 3","Handley Rock Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/107404455/right-of-crack-3,2.5,-1,"Sport, TR",5.10a,1,30,37.4657,-122.2694
"Right Of Crack 1","Handley Rock Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/107404443/right-of-crack-1,2.2,-1,"Sport, TR",5.11a,1,30,37.4657,-122.2694
"Right Of Crack 2","Handley Rock Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/107404450/right-of-crack-2,-1.0,-1,TR,5.12a,1,30,37.4657,-122.2694
